word|esp|vad.valence|vad.arousal|vad.dominance|sent.anger|sent.anticipation|sent.disgust|sent.fear|sent.joy|sent.sadness|sent.surprise|sent.trust
"jazz"|"jazz"|0.677|0.362|0.450|0.000|0.003|0.001|0.000|0.014|0.000|0.000|0.009
"jazzy"|"llamativo"|0.725|0.431|0.389|0.000|0.002|0.000|0.000|0.086|0.000|0.000|0.002
"jealous"|"celoso"|0.173|0.855|0.345|0.470|0.000|0.539|0.000|0.000|0.000|0.000|0.000
"jealousy"|"celos"|0.146|0.783|0.481|0.587|0.000|0.500|0.365|0.000|0.382|0.000|0.188
"jean"|"vaquero"|0.602|0.444|0.364|0.001|0.000|0.001|0.000|0.007|0.000|0.003|0.004
"jeans"|"pantalones"|0.622|0.324|0.371|0.001|0.003|0.000|0.002|0.001|0.000|0.000|0.001
"jeep"|"jeep"|0.602|0.510|0.612|0.001|0.002|0.000|0.000|0.001|0.000|0.000|0.068
"jeering"|"burlarse"|0.266|0.792|0.380|0.006|0.001|0.003|0.051|0.000|0.003|0.005|0.000
"jelly"|"gelatina"|0.651|0.294|0.256|0.000|0.000|0.001|0.000|0.045|0.000|0.000|0.001
"jellybean"|"frijol de jalea"|0.592|0.406|0.399|0.000|0.000|0.000|0.001|0.004|0.001|0.006|0.002
"jellyfish"|"Medusa"|0.531|0.567|0.377|0.002|0.000|0.001|0.012|0.001|0.001|0.000|0.000
"jellylens"||0.526|0.427|0.503|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.273
"jenny"|"jenny"|0.542|0.406|0.407|0.000|0.000|0.000|0.000|0.011|0.001|0.000|0.003
"jeopardize"|"poner en peligro"|0.260|0.877|0.582|0.561|0.000|0.000|0.547|0.000|0.000|0.000|0.000
"jeopardy"|"peligro"|0.129|0.908|0.536|0.000|0.461|0.000|0.578|0.000|0.000|0.000|0.000
"jeremiah"||0.586|0.401|0.548|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.430
"jerk"|"imbécil"|0.194|0.630|0.238|0.621|0.000|0.000|0.000|0.000|0.000|0.562|0.000
"jerks"|"tirones"|0.214|0.788|0.395|0.515|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"jerky"|"espasmódico"|0.233|0.538|0.358|0.008|0.000|0.015|0.006|0.000|0.006|0.000|0.000
"jersey"|"jersey"|0.594|0.317|0.411|0.001|0.002|0.000|0.002|0.001|0.000|0.000|0.005
"jest"||0.520|0.736|0.222|0.000|0.000|0.000|0.000|0.359|0.000|0.531|0.000
"jester"|"bufón"|0.388|0.670|0.264|0.002|0.001|0.000|0.005|0.000|0.010|0.000|0.000
"jesus"|"Jesús"|0.800|0.400|0.620|0.000|0.000|0.000|0.000|0.594|0.000|0.000|0.000
"jet"|"chorro"|0.612|0.721|0.606|0.002|0.003|0.000|0.009|0.000|0.001|0.001|0.000
"jetty"|"embarcadero"|0.602|0.480|0.453|0.000|0.002|0.000|0.001|0.012|0.001|0.001|0.002
"jewel"|"joya"|0.827|0.588|0.625|0.000|0.006|0.000|0.001|0.162|0.000|0.000|0.003
"jeweler"|"joyero"|0.760|0.482|0.500|0.000|0.003|0.000|0.000|0.214|0.000|0.000|0.002
"jewelry"|"joyería"|0.823|0.569|0.597|0.000|0.003|0.000|0.000|0.243|0.000|0.000|0.006
"jib"|"foque"|0.406|0.420|0.413|0.005|0.001|0.001|0.003|0.000|0.001|0.000|0.001
"jiff"||0.576|0.404|0.349|0.000|0.000|0.001|0.001|0.002|0.001|0.000|0.003
"jiffy"|"instante"|0.410|0.444|0.380|0.003|0.002|0.001|0.001|0.000|0.003|0.001|0.000
"jig"|"plantilla"|0.531|0.396|0.357|0.002|0.001|0.001|0.000|0.002|0.001|0.000|0.005
"jiggle"|"zangoloteo"|0.592|0.673|0.518|0.003|0.006|0.000|0.002|0.001|0.000|0.003|0.001
"jigsaw"|"rompecabezas"|0.594|0.582|0.519|0.001|0.000|0.000|0.001|0.001|0.000|0.000|0.010
"jihad"|"yihad"|0.323|0.660|0.444|0.000|0.000|0.000|0.766|0.000|0.000|0.000|0.000
"jimmy"|"palanqueta"|0.579|0.321|0.311|0.001|0.002|0.004|0.000|0.002|0.000|0.000|0.001
"jingle"|"tintineo"|0.635|0.500|0.424|0.000|0.000|0.000|0.000|0.516|0.000|0.000|0.000
"jinx"|"gafe"|0.337|0.582|0.373|0.078|0.000|0.008|0.009|0.000|0.005|0.001|0.000
"jitters"|"nervios"|0.224|0.918|0.192|0.000|0.000|0.000|0.562|0.000|0.000|0.000|0.000
"jittery"|"nervioso"|0.344|0.856|0.255|0.004|0.001|0.001|0.176|0.000|0.000|0.003|0.000
"jive"|"jerga"|0.561|0.551|0.373|0.004|0.000|0.001|0.003|0.004|0.000|0.001|0.000
"job"|"trabajo"|0.694|0.541|0.717|0.000|0.004|0.000|0.000|0.003|0.000|0.000|0.054
"jobinterview"||0.684|0.837|0.723|0.000|0.000|0.000|0.250|0.000|0.000|0.000|0.000
"jock"|"deportista"|0.592|0.656|0.473|0.001|0.004|0.000|0.001|0.004|0.000|0.002|0.003
"jockey"|"jockey"|0.562|0.644|0.703|0.001|0.003|0.000|0.002|0.001|0.000|0.000|0.041
"jockstrap"|"suspensorio"|0.347|0.431|0.390|0.007|0.000|0.001|0.003|0.000|0.005|0.000|0.001
"jodie"||0.482|0.454|0.469|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.266
"jog"|"empujoncito"|0.510|0.708|0.519|0.009|0.004|0.001|0.005|0.001|0.001|0.011|0.000
"jogger"|"persona que practica jogging"|0.417|0.510|0.424|0.005|0.001|0.000|0.002|0.000|0.002|0.000|0.000
"john"|"John"|0.562|0.382|0.327|0.000|0.000|0.250|0.000|0.000|0.000|0.000|0.000
"join"|"unirse"|0.729|0.479|0.684|0.001|0.001|0.000|0.000|0.002|0.000|0.000|0.317
"joined"|"unido"|0.667|0.394|0.600|0.000|0.006|0.001|0.000|0.004|0.000|0.001|0.083
"joining"|"unión"|0.755|0.469|0.685|0.000|0.007|0.000|0.000|0.012|0.000|0.000|0.119
"joint"|"articulación"|0.615|0.392|0.566|0.000|0.005|0.000|0.000|0.000|0.000|0.000|0.074
"jointly"|"conjuntamente"|0.708|0.425|0.602|0.000|0.004|0.000|0.000|0.003|0.000|0.000|0.075
"joke"|"broma"|0.704|0.610|0.316|0.000|0.001|0.000|0.000|0.515|0.000|0.001|0.000
"joker"|"bromista"|0.771|0.760|0.416|0.000|0.000|0.000|0.000|0.297|0.000|0.367|0.000
"joking"|"bromas"|0.776|0.839|0.407|0.000|0.003|0.000|0.000|0.076|0.000|0.010|0.002
"jolly"|"alegre"|0.959|0.705|0.708|0.000|0.000|0.000|0.000|0.891|0.000|0.000|0.000
"jolt"|"sacudida"|0.365|0.708|0.358|0.000|0.000|0.000|0.000|0.000|0.000|0.844|0.000
"jornada"||0.417|0.500|0.533|0.003|0.005|0.001|0.014|0.000|0.001|0.000|0.003
"jot"|"jota"|0.406|0.323|0.350|0.001|0.001|0.001|0.001|0.000|0.008|0.000|0.005
"jour"||0.479|0.394|0.415|0.001|0.001|0.001|0.002|0.002|0.001|0.000|0.005
"journal"|"diario"|0.688|0.240|0.352|0.001|0.001|0.000|0.000|0.023|0.000|0.000|0.003
"journalism"|"periodismo"|0.622|0.500|0.684|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.398
"journalist"|"periodista"|0.542|0.452|0.732|0.000|0.003|0.000|0.000|0.000|0.000|0.000|0.152
"journalistic"|"periodístico"|0.696|0.449|0.495|0.000|0.002|0.001|0.002|0.002|0.000|0.000|0.017
"journey"|"viaje"|0.910|0.702|0.625|0.000|0.711|0.000|0.062|0.447|0.000|0.000|0.000
"journeyman"|"oficial"|0.765|0.596|0.741|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.453
"joust"|"justar"|0.520|0.528|0.551|0.001|0.003|0.002|0.003|0.000|0.000|0.000|0.006
"jovial"|"jovial"|0.823|0.460|0.526|0.000|0.000|0.000|0.000|0.814|0.000|0.000|0.000
"joy"|"alegría"|0.980|0.824|0.794|0.000|0.000|0.000|0.000|0.924|0.000|0.000|0.000
"joyful"|"alegre"|0.990|0.740|0.667|0.000|0.000|0.000|0.000|0.879|0.000|0.000|0.586
"joyous"|"jubiloso"|0.958|0.580|0.728|0.000|0.000|0.000|0.000|0.922|0.000|0.000|0.000
"joyride"|"excursión en coche"|0.694|0.550|0.500|0.000|0.011|0.000|0.000|0.034|0.000|0.001|0.003
"joys"|"alegrías"|0.981|0.643|0.651|0.000|0.000|0.000|0.000|0.818|0.000|0.000|0.000
"jual"||0.609|0.499|0.582|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.375
"jubilant"|"jubiloso"|0.844|0.673|0.664|0.000|0.000|0.000|0.000|0.969|0.000|0.578|0.492
"jubilee"|"aniversario"|0.916|0.500|0.579|0.000|0.000|0.000|0.000|0.742|0.000|0.602|0.000
"judge"|"juez"|0.510|0.604|0.857|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.578
"judged"|"juzgado"|0.281|0.686|0.722|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.406
"judgement"||0.666|0.457|0.741|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.492
"judging"|"juzgando"|0.240|0.625|0.693|0.050|0.000|0.002|0.031|0.000|0.003|0.000|0.001
"judgment"|"juicio"|0.396|0.600|0.816|0.000|0.000|0.000|0.000|0.000|0.000|0.422|0.469
"judgmental"|"crítico"|0.330|0.602|0.579|0.006|0.002|0.003|0.006|0.000|0.001|0.001|0.002
"judicial"|"judicial"|0.378|0.667|0.833|0.000|0.305|0.000|0.000|0.000|0.000|0.000|0.633
"judiciary"|"judicial"|0.439|0.740|0.897|0.000|0.398|0.000|0.000|0.000|0.000|0.000|0.641
"judicious"|"juicioso"|0.630|0.432|0.772|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.469
"judo"|"judo"|0.500|0.790|0.612|0.001|0.007|0.000|0.007|0.006|0.000|0.000|0.002
"jug"|"jarra"|0.520|0.250|0.213|0.000|0.001|0.003|0.000|0.000|0.004|0.000|0.000
"juga"||0.464|0.458|0.477|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.242
"juggle"|"hacer juegos malabares"|0.594|0.760|0.426|0.001|0.001|0.000|0.001|0.008|0.000|0.002|0.001
"juggler"|"malabarista"|0.633|0.821|0.480|0.000|0.006|0.000|0.003|0.015|0.000|0.002|0.000
"juggling"|"malabares"|0.562|0.874|0.346|0.005|0.007|0.000|0.006|0.005|0.002|0.010|0.001
"jugular"|"yugular"|0.271|0.573|0.426|0.035|0.001|0.001|0.008|0.000|0.002|0.000|0.000
"juice"|"jugo"|0.776|0.281|0.352|0.000|0.002|0.000|0.000|0.105|0.000|0.000|0.000
"juicer"|"exprimidor"|0.552|0.520|0.564|0.001|0.001|0.002|0.002|0.000|0.000|0.000|0.010
"juicy"|"jugoso"|0.823|0.529|0.490|0.000|0.002|0.000|0.000|0.159|0.000|0.001|0.003
"juju"||0.541|0.519|0.206|0.000|0.000|0.001|0.007|0.002|0.000|0.002|0.000
"juke"|"juke"|0.500|0.491|0.410|0.000|0.000|0.000|0.005|0.004|0.001|0.001|0.000
"jukebox"|"tocadiscos tragamonedas"|0.699|0.540|0.429|0.000|0.005|0.000|0.001|0.028|0.000|0.002|0.000
"jumble"|"revoltijo"|0.357|0.613|0.331|0.015|0.000|0.000|0.002|0.000|0.003|0.001|0.000
"jumbled"|"revoltijado"|0.292|0.602|0.445|0.011|0.000|0.006|0.010|0.000|0.001|0.000|0.000
"jumbo"|"jumbo"|0.680|0.552|0.447|0.000|0.003|0.000|0.000|0.054|0.000|0.003|0.000
"jump"|"saltar"|0.625|0.865|0.611|0.000|0.000|0.000|0.000|0.379|0.000|0.000|0.000
"jump rope"|"saltar la cuerda"|0.656|0.660|0.368|0.000|0.000|0.000|0.001|0.267|0.000|0.001|0.000
"jumper"|"saltador"|0.615|0.336|0.481|0.000|0.002|0.001|0.001|0.002|0.000|0.000|0.017
"jumpsuit"|"mono"|0.562|0.365|0.361|0.000|0.003|0.002|0.001|0.001|0.001|0.000|0.003
"jumpy"|"asustadizo"|0.353|0.810|0.216|0.000|0.000|0.000|0.484|0.000|0.000|0.000|0.000
"junction"|"unión"|0.490|0.481|0.364|0.001|0.000|0.003|0.002|0.004|0.000|0.000|0.001
"juncture"|"coyuntura"|0.365|0.582|0.491|0.008|0.001|0.002|0.006|0.000|0.001|0.000|0.001
"jungle"|"selva"|0.500|0.510|0.481|0.000|0.000|0.000|0.219|0.000|0.000|0.000|0.000
"junior"|"júnior"|0.635|0.343|0.304|0.001|0.000|0.001|0.000|0.009|0.000|0.000|0.001
"juniper"|"enebro"|0.583|0.327|0.352|0.002|0.002|0.001|0.002|0.001|0.000|0.000|0.001
"junk"|"basura"|0.115|0.481|0.118|0.001|0.000|0.045|0.011|0.000|0.105|0.000|0.000
"junket"|"dulce de leche cuajada"|0.490|0.519|0.386|0.002|0.000|0.001|0.003|0.004|0.000|0.000|0.000
"junkie"|"drogadicto"|0.135|0.860|0.363|0.057|0.000|0.007|0.158|0.000|0.015|0.000|0.000
"junky"|"junky"|0.385|0.595|0.343|0.015|0.000|0.001|0.008|0.000|0.002|0.000|0.000
"junkyard"|"depósito de chatarra"|0.177|0.398|0.302|0.001|0.000|0.006|0.002|0.000|0.144|0.001|0.000
"junta"|"junta"|0.451|0.503|0.704|0.001|0.001|0.000|0.001|0.000|0.000|0.002|0.016
"juridical"|"jurídico"|0.520|0.431|0.873|0.000|0.000|0.000|0.001|0.000|0.000|0.000|0.166
"jurisdiction"|"jurisdicción"|0.480|0.580|0.820|0.002|0.000|0.000|0.005|0.000|0.000|0.000|0.214
"jurisprudence"|"jurisprudencia"|0.360|0.425|0.764|0.000|0.000|0.000|0.000|0.000|0.273|0.000|0.000
"jurist"|"jurista"|0.479|0.523|0.713|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.562
"juror"|"jurado"|0.582|0.640|0.750|0.002|0.002|0.001|0.009|0.001|0.000|0.000|0.041
"jury"|"jurado"|0.479|0.607|0.789|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.562
"justice"|"justicia"|0.760|0.538|0.787|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.711
"justifiable"|"justificable"|0.786|0.413|0.821|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.688
"justification"|"justificación"|0.622|0.444|0.661|0.000|0.004|0.000|0.000|0.001|0.000|0.000|0.044
"justify"|"justificar"|0.612|0.473|0.615|0.000|0.003|0.001|0.000|0.001|0.000|0.000|0.015
"juststop"||0.417|0.379|0.364|0.537|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"justthebeginning"||0.573|0.451|0.481|0.152|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"jute"|"yute"|0.551|0.216|0.295|0.001|0.002|0.000|0.001|0.006|0.002|0.000|0.001
"juvenile"|"juvenil"|0.678|0.490|0.526|0.000|0.006|0.000|0.001|0.012|0.000|0.000|0.006
"juxtaposition"|"yuxtaposición"|0.427|0.500|0.460|0.008|0.002|0.001|0.012|0.000|0.006|0.000|0.000
"kaiser"|"emperador"|0.470|0.509|0.690|0.001|0.002|0.000|0.001|0.000|0.000|0.002|0.016
"kale"|"col rizada"|0.469|0.226|0.411|0.001|0.000|0.002|0.001|0.001|0.001|0.000|0.005
"kaleidoscope"|"caleidoscopio"|0.615|0.439|0.580|0.001|0.035|0.000|0.000|0.000|0.000|0.001|0.048
"kamikaze"|"kamikaze"|0.204|0.810|0.645|0.034|0.000|0.002|0.461|0.000|0.005|0.001|0.000
"kangaroo"|"canguro"|0.716|0.333|0.301|0.001|0.001|0.000|0.000|0.071|0.001|0.000|0.000
"kanji"|"kanji"|0.510|0.413|0.425|0.002|0.001|0.000|0.003|0.002|0.003|0.000|0.002
"kappa"|"kappa"|0.469|0.375|0.366|0.000|0.001|0.001|0.000|0.001|0.000|0.000|0.003
"kaput"||0.281|0.441|0.440|0.025|0.000|0.006|0.010|0.000|0.018|0.000|0.000
"karaoke"|"karaoke"|0.763|0.649|0.342|0.000|0.001|0.000|0.000|0.242|0.000|0.001|0.001
"karate"|"kárate"|0.562|0.833|0.598|0.002|0.007|0.000|0.005|0.015|0.000|0.002|0.001
"karma"|"karma"|0.500|0.510|0.537|0.006|0.005|0.001|0.005|0.000|0.000|0.000|0.001
"karmic"|"kármico"|0.357|0.459|0.464|0.027|0.001|0.003|0.005|0.000|0.003|0.003|0.001
"karunia"||0.496|0.403|0.545|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.328
"kayak"|"kayac"|0.592|0.600|0.364|0.003|0.000|0.001|0.001|0.010|0.000|0.001|0.000
"kazoo"|"kazoo"|0.503|0.462|0.411|0.001|0.000|0.001|0.003|0.002|0.001|0.001|0.002
"kebab"|"brocheta"|0.531|0.431|0.377|0.002|0.000|0.001|0.000|0.004|0.003|0.000|0.002
"keel"|"quilla"|0.344|0.417|0.419|0.009|0.000|0.001|0.001|0.000|0.003|0.000|0.001
"keen"|"afilado"|0.823|0.719|0.806|0.000|0.003|0.001|0.000|0.051|0.000|0.003|0.012
"keep"|"mantener"|0.714|0.296|0.547|0.000|0.001|0.000|0.000|0.011|0.000|0.000|0.030
"keeper"|"guardián"|0.612|0.457|0.773|0.000|0.005|0.000|0.000|0.001|0.000|0.000|0.201
"keeping"|"acuerdo"|0.592|0.280|0.723|0.000|0.002|0.000|0.000|0.002|0.000|0.000|0.276
"keepsake"|"recuerdo"|0.740|0.307|0.491|0.000|0.001|0.000|0.000|0.039|0.000|0.001|0.003
"keg"|"barrilete"|0.551|0.389|0.404|0.000|0.000|0.000|0.000|0.012|0.001|0.000|0.003
"kelp"|"quelpo"|0.479|0.264|0.213|0.000|0.001|0.005|0.000|0.001|0.001|0.000|0.000
"ken"|"conocido"|0.438|0.409|0.360|0.001|0.000|0.001|0.001|0.001|0.001|0.002|0.000
"kennel"|"perrera"|0.430|0.480|0.406|0.000|0.000|0.000|0.000|0.000|0.130|0.000|0.000
"kerchief"|"pañuelo"|0.520|0.189|0.236|0.000|0.000|0.000|0.001|0.003|0.005|0.000|0.000
"kern"|"kern"|0.438|0.420|0.449|0.001|0.000|0.002|0.008|0.000|0.001|0.001|0.001
"kernel"|"núcleo"|0.542|0.453|0.462|0.000|0.006|0.001|0.000|0.007|0.000|0.001|0.003
"kerosene"|"queroseno"|0.302|0.472|0.427|0.000|0.000|0.000|0.375|0.000|0.000|0.000|0.000
"ketchup"|"salsa de tomate"|0.653|0.338|0.282|0.001|0.000|0.001|0.000|0.024|0.000|0.000|0.002
"kettle"|"tetera"|0.357|0.497|0.333|0.013|0.000|0.002|0.010|0.000|0.001|0.000|0.000
"key"|"llave"|0.615|0.275|0.519|0.000|0.008|0.001|0.001|0.001|0.000|0.000|0.256
"keyboard"|"teclado"|0.573|0.279|0.349|0.001|0.003|0.001|0.002|0.002|0.000|0.000|0.000
"keyed"|"enchavetado"|0.469|0.497|0.521|0.394|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"keyhole"|"ojo de cerradura"|0.438|0.358|0.356|0.001|0.000|0.002|0.000|0.001|0.001|0.000|0.002
"keynote"|"fundamental"|0.630|0.431|0.545|0.000|0.005|0.000|0.000|0.004|0.000|0.001|0.010
"keypad"|"teclado"|0.604|0.255|0.330|0.000|0.001|0.000|0.001|0.014|0.001|0.000|0.001
"keystone"|"piedra clave"|0.573|0.438|0.491|0.001|0.002|0.001|0.001|0.004|0.000|0.001|0.009
"keyword"|"palabra clave"|0.602|0.520|0.747|0.000|0.004|0.000|0.001|0.001|0.000|0.000|0.018
"khaki"|"caqui"|0.594|0.252|0.278|0.000|0.002|0.001|0.001|0.010|0.001|0.000|0.001
"khan"|"kan"|0.463|0.476|0.529|0.000|0.000|0.000|0.375|0.000|0.000|0.000|0.266
"kibble"|"kibble"|0.510|0.458|0.404|0.001|0.000|0.001|0.003|0.002|0.002|0.000|0.001
"kick"|"patada"|0.271|0.791|0.526|0.667|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"kickboxing"|"kickboxing"|0.427|0.882|0.651|0.035|0.000|0.000|0.019|0.001|0.002|0.004|0.000
"kicker"|"pateador"|0.427|0.711|0.614|0.003|0.010|0.000|0.027|0.000|0.001|0.006|0.000
"kicking"|"pateando"|0.327|0.802|0.510|0.636|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"kickoff"|"patada inicial"|0.583|0.600|0.629|0.002|0.003|0.000|0.000|0.000|0.001|0.000|0.006
"kid"|"niño"|0.760|0.453|0.298|0.000|0.000|0.000|0.000|0.515|0.000|0.000|0.000
"kidder"|"bromista"|0.708|0.768|0.471|0.000|0.004|0.000|0.000|0.016|0.000|0.007|0.001
"kidding"|"bromeando"|0.622|0.625|0.457|0.000|0.006|0.000|0.002|0.009|0.000|0.002|0.001
"kiddo"|"kiddo"|0.674|0.393|0.419|0.000|0.000|0.000|0.000|0.470|0.000|0.000|0.000
"kiddos"|"kiddos"|0.500|0.480|0.342|0.000|0.000|0.000|0.000|0.344|0.000|0.000|0.000
"kidnap"|"secuestrar"|0.032|0.923|0.535|0.703|0.000|0.000|0.891|0.000|0.682|0.766|0.000
"kidnapped"|"secuestrado"|0.044|0.923|0.455|0.000|0.000|0.000|0.828|0.000|0.000|0.000|0.000
"kidnapper"|"secuestrador"|0.115|0.906|0.618|0.316|0.000|0.025|0.132|0.000|0.002|0.002|0.000
"kidnapping"|"secuestro"|0.094|0.880|0.561|0.317|0.000|0.208|0.149|0.000|0.040|0.000|0.000
"kidney"|"riñón"|0.448|0.363|0.380|0.002|0.000|0.001|0.001|0.000|0.001|0.000|0.003
"kids"|"niños"|0.837|0.500|0.417|0.000|0.001|0.000|0.000|0.270|0.000|0.000|0.006
"kill"|"matar"|0.052|0.941|0.736|0.000|0.000|0.000|0.962|0.000|0.797|0.000|0.000
"killer"|"asesino"|0.041|0.971|0.543|0.481|0.000|0.014|0.694|0.000|0.032|0.004|0.000
"killing"|"asesinato"|0.080|0.959|0.696|0.893|0.000|0.000|0.906|0.000|0.812|0.000|0.000
"killjoy"|"aguafiestas"|0.178|0.550|0.324|0.003|0.000|0.014|0.009|0.000|0.006|0.000|0.000
"kiln"|"horno"|0.451|0.423|0.414|0.003|0.000|0.001|0.007|0.001|0.000|0.001|0.001
"kilo"||0.438|0.358|0.461|0.002|0.000|0.000|0.003|0.000|0.001|0.000|0.003
"kilogram"|"kilogramo"|0.510|0.260|0.455|0.000|0.000|0.000|0.000|0.001|0.001|0.001|0.009
"kilometer"|"kilómetro"|0.490|0.439|0.485|0.000|0.009|0.001|0.001|0.000|0.000|0.001|0.015
"kilt"|"falda escocesa"|0.448|0.346|0.348|0.000|0.001|0.001|0.001|0.001|0.001|0.001|0.008
"kimono"|"kimono"|0.643|0.280|0.363|0.001|0.003|0.000|0.000|0.021|0.000|0.000|0.003
"kin"|"parentesco"|0.543|0.441|0.457|0.000|0.002|0.001|0.000|0.006|0.000|0.001|0.005
"kind"|"tipo"|0.918|0.240|0.618|0.000|0.000|0.000|0.000|0.621|0.000|0.000|0.641
"kindergarten"|"jardín de infancia"|0.833|0.462|0.308|0.000|0.000|0.000|0.000|0.184|0.000|0.000|0.002
"kindling"|"astillas"|0.520|0.651|0.421|0.001|0.001|0.002|0.002|0.001|0.001|0.019|0.003
"kindness"|"amabilidad"|0.938|0.350|0.508|0.000|0.000|0.000|0.000|0.606|0.000|0.000|0.000
"kindred"|"parientes"|0.760|0.418|0.517|0.000|0.352|0.000|0.000|0.455|0.000|0.000|0.719
"kinematics"|"cinemática"|0.594|0.480|0.614|0.000|0.006|0.000|0.000|0.001|0.001|0.000|0.041
"kinesiology"|"kinesiología"|0.491|0.480|0.633|0.001|0.005|0.002|0.001|0.001|0.000|0.001|0.005
"kinetic"|"cinético"|0.582|0.540|0.537|0.001|0.001|0.001|0.001|0.000|0.000|0.000|0.017
"king"|"Rey"|0.677|0.690|0.892|0.004|0.000|0.000|0.007|0.001|0.000|0.000|0.018
"king snake"|"Rey Serpiente"|0.458|0.835|0.647|0.002|0.004|0.000|0.004|0.010|0.000|0.004|0.001
"kingdom"|"Reino"|0.714|0.547|0.910|0.000|0.000|0.000|0.000|0.001|0.000|0.000|0.439
"kingpin"|"piedra angular"|0.357|0.626|0.642|0.001|0.000|0.001|0.014|0.000|0.000|0.002|0.003
"kink"|"pliegue"|0.337|0.634|0.321|0.003|0.000|0.001|0.005|0.000|0.003|0.004|0.000
"kinky"|"rizado"|0.449|0.558|0.361|0.005|0.001|0.001|0.005|0.001|0.001|0.000|0.000
"kinship"|"parentesco"|0.771|0.300|0.652|0.000|0.003|0.000|0.000|0.008|0.001|0.001|0.223
"kiosk"|"quiosco"|0.500|0.286|0.321|0.000|0.005|0.001|0.011|0.000|0.001|0.000|0.005
"kirk"|"iglesia"|0.510|0.390|0.388|0.000|0.000|0.000|0.000|0.008|0.003|0.000|0.005
"kiss"|"Beso"|0.967|0.813|0.630|0.000|0.711|0.000|0.000|0.610|0.000|0.312|0.000
"kisser"|"besador"|0.844|0.682|0.618|0.000|0.021|0.000|0.000|0.415|0.000|0.003|0.006
"kissy"|"beso"|0.874|0.684|0.402|0.000|0.009|0.000|0.000|0.479|0.000|0.002|0.005
"kit"|"equipo"|0.583|0.344|0.420|0.001|0.002|0.000|0.005|0.001|0.000|0.000|0.005
"kita"||0.531|0.422|0.556|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.297
"kitchen"|"cocina"|0.700|0.234|0.398|0.000|0.001|0.000|0.001|0.020|0.000|0.000|0.006
"kite"|"cometa"|0.643|0.500|0.573|0.000|0.000|0.055|0.000|0.000|0.000|0.000|0.000
"kitten"|"gatito"|0.816|0.343|0.260|0.000|0.000|0.000|0.000|0.364|0.000|0.000|0.461
"kiwi"|"kiwi"|0.646|0.273|0.282|0.000|0.000|0.001|0.000|0.077|0.000|0.000|0.001
"klutz"|"klutz"|0.275|0.451|0.356|0.005|0.000|0.002|0.022|0.000|0.025|0.000|0.000
"knack"|"maña"|0.562|0.518|0.820|0.000|0.001|0.000|0.001|0.001|0.000|0.000|0.297
"knapsack"|"mochila"|0.551|0.317|0.268|0.001|0.001|0.007|0.002|0.001|0.001|0.000|0.000
"knead"|"amasar"|0.490|0.457|0.345|0.001|0.000|0.001|0.002|0.004|0.000|0.000|0.003
"knee"|"rodilla"|0.520|0.245|0.396|0.003|0.000|0.003|0.004|0.001|0.004|0.000|0.002
"kneecap"|"rótula"|0.427|0.360|0.440|0.000|0.000|0.001|0.008|0.000|0.001|0.001|0.003
"kneel"|"arrodillarse"|0.426|0.417|0.217|0.002|0.000|0.002|0.003|0.000|0.002|0.000|0.001
"kneeling"|"arrodillado"|0.245|0.435|0.144|0.001|0.000|0.009|0.007|0.000|0.010|0.000|0.000
"knell"|"toque de difuntos"|0.354|0.500|0.377|0.000|0.000|0.000|0.344|0.000|0.275|0.000|0.000
"knick"|"destreza"|0.480|0.509|0.420|0.000|0.000|0.000|0.003|0.004|0.000|0.001|0.000
"knickers"|"bragas"|0.552|0.428|0.328|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.367
"knife"|"cuchillo"|0.344|0.717|0.573|0.012|0.000|0.001|0.298|0.000|0.003|0.002|0.000
"knight"|"caballero"|0.780|0.441|0.835|0.000|0.001|0.000|0.000|0.003|0.000|0.000|0.355
"knighthood"|"título de caballero"|0.740|0.660|0.769|0.000|0.011|0.000|0.001|0.006|0.000|0.002|0.006
"knit"|"tejer"|0.630|0.144|0.295|0.001|0.003|0.001|0.001|0.019|0.002|0.000|0.001
"knob"|"nudo"|0.340|0.360|0.272|0.001|0.000|0.009|0.000|0.000|0.005|0.000|0.001
